,answer,token_usage
0,6.67,175
1,7.167,301
2,3.5,258
3,7.166666666666667,166
4,7.166666666666667,222
5,-3.5,219
6,10.5,83
7,3.5,183
8,10.5,99
9,8.0,112
10,7.166666666666667,137
11,3.5,252
12,7.166666666666667,150
13,7.17,275
14,3.5,230
15,7.17,172
16,7.83,125
17,10.75,197
18,-3.17,187
19,7.17,169
20,7.17,226
21,10.75,276
22,10.5,109
23,8.5,118
24,3.5,203
25,11.5,108
26,16.5,151
27,3.5,114
28,9.0,113
29,10.5,110
30,3.1666666666666665,211
31,7.1667,248
32,7.1667,246
33,6.1667,155
34,7.166666666666667,199
35,10.5,216
36,9.5,117
37,10.5,120
38,3.5,180
39,3.1667,208
40,10.5,107
41,3.5,253
42,6.0,127
43,10.5,97
44,7.166666666666667,256
45,3.5,194
46,7.167,161
47,4.0,38
48,9.1667,257
49,7.166666666666667,137
50,3.5,245
51,10.75,162
52,9.0,106
53,3.5,255

