,answer,token_usage
0,687.0,68
1,256.0,187
2,400.0,225
3,776.0,269
4,500.0,173
5,312.0,40
6,368.0,113
7,500.0,91
8,688.0,82
9,356.0,93
10,500.0,170
11,496.0,351
12,324.0,155
13,600.0,56
14,648.0,209
15,896.0,300
16,500.0,137
17,625.0,125
18,224.0,260
19,750.0,78
20,500.0,232
21,900.0,68
22,875.0,188
23,16900.0,359
24,488.0,65
25,75.0,236
26,88.0,207
27,0.0,188
28,688.0,81
29,512.0,70
30,250.0,185
31,288.0,127
32,584.0,199
33,364.0,224
34,936.0,270
35,488.0,468
36,248.0,244
37,750.0,103
38,500.0,378
39,250.0,226

