,answer,token_usage
0,155.0,2071
1,110.0,3544
2,151.0,3287
3,110.0,5464
4,155.0,1816
5,134.0,3607
6,110.0,3735
7,110.0,4759
8,110.0,4631
9,155.0,2520
10,110.0,5784
11,110.0,7320
12,42.0,3544
13,155.0,2200
14,110.0,8024
15,155.0,2584
16,110.0,5144
17,110.0,5463
18,134.0,4695
19,155.0,2519
20,155.0,3671
21,110.0,6103
22,155.0,1815
23,155.0,2327
24,155.0,2840
25,110.0,5016
26,155.0,2136
27,110.0,4248
28,110.0,5400
29,155.0,2839
30,134.0,5847
31,110.0,4887
32,110.0,5654
33,134.0,4632
34,155.0,1944
35,110.0,7255
36,110.0,6168
37,155.0,2519
38,110.0,7063
39,134.0,5719

