,answer,token_usage
0,2028.0,2324
1,468.0,2194
2,520.0,3281
3,26.0,3154
4,156.52,4438
5,520.0,1746
6,468.0,2384
7,468.0,3473
8,250.15384615384616,3026
9,202.8,2019
10,1300.0,2132
11,364.0,978
12,179.4,2694
13,520.0,1234
14,468.0,3219
15,468.0,3409
16,202.8,1315
17,52.0,2074
18,205.0,3157
19,78.0,1630
20,520.0,3089
21,520.0,2705
22,520.0,2450
23,468.0,2002
24,520.0,1426
25,2028.0,1684
26,192.0,4243
27,975.0,3474
28,26.0,2402
29,1330.0,2905
30,468.0,1938
31,361.2857142857143,2535
32,156.0,1810
33,202.8,3043
34,480.0,785
35,156.0,2385
36,78.0,4961
37,780.0,1874
38,468.0,2769
39,1300.0,2708
40,120.0,2194
41,468.0,2002
42,120.0,3345
43,1300.0,1364
44,468.0,3153

