,answer,token_usage
0,365.0,3283
1,17.0,3025
2,17.0,2450
3,419.0,2066
4,365.0,3731
5,17.0,6550
6,375.0,6292
7,419.0,2194
8,365.0,3603
9,369.0,2389
10,419.0,3158
11,17.0,5586
12,381.0,4819
13,403.0,3090
14,365.0,4949
15,17.0,2961
16,359.0,2578
17,371.0,4691
18,151.0,4306
19,257.0,3413
20,375.0,6423
21,17.0,3286
22,379.0,6296
23,130.0,2581
24,183.0,4370
25,365.0,2964
26,419.0,2898
27,193.0,3478
28,503.0,4562
29,139.0,3089
30,417.0,4434
31,355.0,4306
32,369.0,4436
33,419.0,3602
34,365.0,4758
35,365.0,4051
36,365.0,2578
37,369.0,5074
38,511.0,3346
39,17.0,3281
40,419.0,2773
41,419.0,3539
42,365.0,2451
43,17.0,4183
44,419.0,2898
45,337.0,5779
46,17.0,4053
47,511.0,3028
48,365.0,3730
49,341.0,3474
50,17.0,2326
51,349.0,4114
52,117.0,4050
53,13.0,3990
54,365.0,2514
55,409.0,3986
56,419.0,3537
57,495.0,4561
58,353.0,3154
59,369.0,3027
60,365.0,4436
61,365.0,5266

