,answer,token_usage
0,51.0,103
1,553.0,136
2,113.0,93
3,181.0,79
4,23.0,132
5,25.0,113
6,43.0,135
7,140.0,121
8,2025.0,73
9,133.0,128
10,216.0,99
11,1729.0,184
12,241.0,64
13,151.0,30
14,1025.0,149
15,55.0,154
16,2027.0,96
17,287.0,115
18,1405.0,122
19,2025.0,104
20,91.0,179
21,34.0,175
22,23.0,124
23,57.0,184
24,65.0,115
25,2025.0,223
26,710.0,145
27,66.0,206
28,283.0,108
29,67.0,122
30,2345.0,102
31,71.0,72
32,438.0,167
33,113.0,149
34,85.0,172
35,73.0,158
36,15.0,73
37,613.0,111
38,2024.0,92
39,133.0,142

