,answer,token_usage
0,171.0,87
1,498.0,814
2,165.0,78
3,117.0,78
4,324.0,309
5,112.0,201
6,451.0,493
7,396.0,354
8,75.0,144
9,324.0,344
10,257.96,157
11,99.0,181
12,324.0,261
13,396.0,318
14,390.0,245
15,297.0,219
16,336.0,356
17,165.0,196
18,540.0,415
19,300.0,251
20,90.0,226
21,420.0,417
22,103.5,239
23,151.0,177
24,366.0,305
25,354.0,251
26,111.0,1011
27,93.0,215
28,435.0,271
29,153.0,217
30,324.0,343
31,65.0,171
32,225.0,101
33,378.0,245
34,171.0,356
35,205.0,168
36,153.0,120
37,81.0,91
38,168.0,568
39,189.0,111

