,answer,token_usage
0,120.0,169
1,134.0,97
2,150.0,182
3,144.0,41
4,120.0,136
5,180.0,112
6,144.0,83
7,140.0,185
8,200.0,55
9,150.0,197
10,105.0,156
11,194.0,44
12,180.0,129
13,136.0,241
14,158.0,143
15,106.0,104
16,174.0,332
17,84.0,156
18,138.0,196
19,190.0,104
20,123.0,369
21,0.0,280
22,120.0,139
23,170.0,135
24,144.0,126
25,288.0,122
26,160.0,200
27,164.0,148
28,186.0,203
29,244.0,202
30,156.0,176
31,70.0,463
32,180.0,163
33,192.0,162
34,210.0,231
35,180.0,84
36,150.0,77
37,258.0,194
38,186.0,199
39,160.0,201

