,answer,token_usage
0,725.0,99
1,305.0,477
2,770.0,100
3,550.0,152
4,330.0,183
5,597.0,91
6,243.0,76
7,594.0,352
8,522.0,135
9,111.0,176
10,708.0,511
11,526.0,106
12,798.0,190
13,378.0,549
14,582.0,129
15,372.0,112
16,830.0,109
17,250.0,401
18,756.0,91
19,245.0,410
20,474.0,189
21,818.0,114
22,360.0,315
23,606.0,106
24,204.0,307
25,414.0,177
26,286.0,164
27,405.0,81
28,510.0,80
29,892.0,93
30,258.0,181
31,646.0,94
32,594.0,77
33,211.0,272
34,570.0,58
35,365.0,180
36,618.0,105
37,586.0,229
38,978.0,144
39,1475.0,284

