,answer,token_usage
0,52.0,100
1,13456.0,80
2,242.0,143
3,192.0,132
4,21952.0,124
5,136.0,104
6,252.0,208
7,16807.0,108
8,1048576.0,195
9,144.0,148
10,632147.0,117
11,1080.0,153
12,76.0,124
13,168.0,197
14,252.0,201
15,240.0,109
16,192.0,111
17,243.0,169
18,960.0,125
19,96.0,124
20,3800.0,154
21,384.0,117
22,32.0,135
23,72.0,126
24,59049.0,224
25,515.0,163
26,46.0,149
27,144.0,91
28,1125.0,185
29,252.0,120
30,2187.0,156
31,252.0,134
32,1024.0,149
33,1949820.0,162
34,2158.0,142
35,252.0,117
36,244.0,138
37,52.0,115
38,243.0,179
39,12.0,155

