,answer,token_usage
0,175000.0,127
1,2250000.0,122
2,4050000.0,197
3,8359424.0,296
4,5100000.0,240
5,2386563.0,184
6,195000.0,132
7,350000.0,117
8,370000.0,138
9,1600000.0,195
10,1450000.0,267
11,625000.0,109
12,1450000.0,238
13,430000.0,82
14,331250.0,84
15,645000.0,184
16,6850638.0,273
17,500000.0,85
18,1047500.0,156
19,1350000.0,178
20,495625.0,251
21,11986459.0,326
22,1450000.0,215
23,495625.0,293
24,750000.0,25
25,295000.0,159
26,1450000.0,236
27,495625.0,357
28,1450000.0,227
29,707708.36876,237
30,495625.0,259
31,250000.0,167
32,741000.0,253
33,2435000.0,173
34,1887500.0,160
35,16469867.67,455
36,1450000.0,232
37,250000.0,157
38,772500.0,88
39,1575000.0,153
40,1450000.0,202
41,346786.0,185
42,3200000.0,131
43,2000000.0,417
44,1450000.0,194

