,answer,token_usage
0,20.0,264
1,100.0,200
2,83.0,230
3,89.0,224
4,110.0,339
5,29.0,241
6,92.0,271
7,67.0,200
8,110.0,220
9,92.0,260
10,107.0,250
11,69.0,219
12,83.0,245
13,130.0,224
14,92.0,285
15,103.0,260
16,75.0,242
17,15.0,105
18,73.0,266
19,89.0,208
20,107.0,250
21,29.0,216
22,83.0,233
23,83.0,217
24,20.0,263
25,132.0,292
26,83.0,295
27,89.0,280
28,107.0,210
29,78.0,312
30,110.0,292
31,67.0,252
32,44.0,51
33,129.0,338
34,150.0,272
35,29.0,275
36,69.0,280
37,89.0,264
38,83.0,265
39,89.0,261
40,107.0,234
41,29.0,284
42,123.0,233
43,107.0,252
44,83.0,291
45,107.0,235
46,110.0,214
47,20.0,209
48,110.0,213
49,47.0,280
50,55.0,59
51,107.0,356
52,89.0,248
53,83.0,253
54,110.0,240
55,107.0,207
56,83.0,201
57,49.0,320
58,9.0,209
59,129.0,245
60,29.0,251
61,50.0,220
62,83.0,207
63,89.0,229
64,107.0,246
65,75.0,252
66,107.0,259
67,107.0,293
68,92.0,326
69,89.0,197
70,120.0,176
71,27.0,181
72,9.0,199
73,133.0,260
74,110.0,335
75,90.0,202
76,49.0,303
77,112.0,306
78,73.0,295
79,80.0,272
80,29.0,275
81,129.0,264
82,67.0,213
83,63.0,210
84,29.0,262
85,115.0,223
86,29.0,248
87,80.0,339
88,89.0,287
89,107.0,251
90,107.0,209
91,92.0,275
92,180.0,219
93,67.0,233
94,49.0,282
95,29.0,168
96,107.0,303

