,answer,token_usage
0,67.0,1621
1,103.0,1685
2,115.0,853
3,2025.0,471
4,59.0,2965
5,2025.0,1047
6,115.0,1301
7,2027.0,1111
8,23443.0,3156
9,59.0,1233
10,59.0,1301
11,79.0,533
12,59.0,1617
13,61.0,1749
14,2025.0,1367
15,105.0,1937
16,2026.0,1811
17,2025.0,2707
18,103.0,785
19,103.0,1809
20,509.0,1749
21,2025.0,2391
22,59.0,789
23,857.0,469
24,22859.0,1492
25,65.0,725
26,2026.0,1107
27,2027.0,2775
28,22859.0,2967
29,97.0,661
30,103.0,1429
31,197.0,2770
32,89.0,2449
33,2023.0,2644
34,197.0,3220
35,861.0,981
36,107.0,853
37,103.0,1685
38,279.0,3601
39,176.0,661
40,115.0,1745
41,103.0,1941
42,2026.0,2003
43,2025.0,1879
44,115.0,4759
45,401.0,1173
46,773.0,913
47,129.0,1173
48,79.0,1685
49,2025.0,1815
50,2025.0,2195
51,2029.0,1303
52,59.0,1685
53,115.0,1233
54,2023.0,2007
55,4047.0,1431
56,4047.0,791
57,7651.0,1812
58,59.0,1301
59,712.0,917
60,197.0,2771
61,59.0,1749
62,4017.0,1239
63,65.0,1109
64,2025.0,3603
65,59.0,1237
66,103.0,3606
67,83.0,1557
68,2025.0,1619
69,115.0,81
70,59.0,1621
71,61.0,3665
72,2025.0,1239
73,2026.0,983
74,2929.0,3155
75,673.0,2528
76,227.0,2193
77,59.0,1749
78,115.0,1045
79,2026.0,2839
80,59.0,1109
81,103.0,853
82,2025.0,1751
83,59.0,981
84,59.0,2966
85,103.0,2258
86,115.0,1105
87,2027.0,3160
88,23443.0,2264
89,2029.0,787
90,2025.0,1619
91,2025.0,4820
92,2027.0,1303
93,2025.0,3159
94,197.0,2322
95,395.0,2513
96,197.0,2258
97,259.0,149
98,2025.0,1239
99,86.0,533
100,59.0,4309
101,587.0,2069
102,103.0,1874
103,2025.0,1687
104,2025.0,1363

