,answer,token_usage
0,80.0,18515
1,80.0,21585
2,80.0,44051
3,80.0,29400
4,80.0,35218
5,80.0,46105
6,80.0,24017
7,80.0,22551
8,80.0,19922
9,80.0,21587
10,80.0,14226
11,80.0,39898
12,80.0,31444
13,185.0,61082
14,64.67,28700
15,80.0,14612
16,80.0,18712
17,80.0,19091
18,80.0,42259
19,207.61,29506
20,80.0,37844
21,80.0,35799
22,80.0,48151
23,80.0,21653
24,80.0,37841
25,80.0,13140
26,80.0,23062
27,80.0,19539
28,80.0,7893
29,20.0,33043
30,80.0,56210
31,80.0,56918
32,80.0,21332
33,80.0,20951
34,80.0,41879
35,80.0,29269
36,80.0,37975
37,80.0,32596
38,80.0,18771
39,80.0,50520

