,answer,token_usage
0,204.0,1046
1,204.0,1689
2,204.0,1496
3,204.0,1431
4,204.0,1560
5,204.0,1880
6,204.0,1944
7,204.0,1624
8,204.0,1239
9,204.0,1368
10,204.0,1942
11,204.0,1176
12,204.0,1554
13,204.0,1878
14,204.0,1687
15,204.0,1879
16,204.0,1496
17,204.0,1366
18,204.0,981
19,204.0,1430
20,204.0,1688
21,204.0,1878
22,204.0,1622
23,204.0,2136
24,204.0,1688
25,204.0,1496
26,204.0,1430
27,204.0,1302
28,204.0,1810
29,204.0,1944
30,204.0,1878
31,204.0,1243
32,204.0,1750
33,204.0,1815
34,204.0,1623
35,204.0,1495
36,204.0,1110
37,204.0,2262
38,204.0,1814
39,204.0,1560

