,answer,token_usage
0,809.0,3544
1,809.0,2136
2,809.0,2457
3,809.0,2648
4,809.0,3159
5,809.0,2967
6,809.0,2327
7,809.0,2392
8,809.0,2264
9,809.0,1814
10,809.0,4696
11,809.0,2776
12,809.0,2584
13,809.0,2072
14,809.0,3288
15,809.0,1879
16,809.0,1752
17,809.0,3224
18,809.0,2777
19,809.0,3095
20,809.0,3288
21,809.0,3288
22,809.0,3288
23,809.0,3033
24,809.0,3160
25,809.0,2651
26,809.0,2328
27,809.0,3096
28,809.0,2392
29,809.0,2392
30,809.0,2519
31,809.0,2008
32,809.0,1943
33,809.0,5208
34,809.0,3224
35,809.0,2584
36,809.0,2328
37,809.0,2198
38,809.0,2648
39,809.0,2327

