,answer,token_usage
0,403.0,11732
1,387.0,16338
2,371.0,12820
3,355.0,11027
4,405.0,13267
5,355.0,13203
6,403.0,10003
7,365.0,5331
8,419.0,5586
9,355.0,15954
10,373.0,7510
11,403.0,11538
12,381.0,11090
13,359.0,10513
14,25.0,21269
15,365.0,4497
16,373.0,14418
17,359.0,12625
18,365.0,13205
19,365.0,7698
20,381.0,11350
21,365.0,20628
22,419.0,6162
23,367.0,14421
24,365.0,6420
25,355.0,18324
26,365.0,9429
27,389.0,14997
28,365.0,13009
29,371.0,8850
30,409.0,10899
31,383.0,14615
32,371.0,13655
33,375.0,11094
34,365.0,7379
35,365.0,14610
36,365.0,12371
37,359.0,22099
38,355.0,11349
39,373.0,7442

