,answer,token_usage
0,24.0,16340
1,24.0,14488
2,9.0,24340
3,48.0,14482
4,16.0,13076
5,192.0,18204
6,24.0,11157
7,24.0,11093
8,24.0,10517
9,14.0,13782
10,24.0,8403
11,6.0,13011
12,24.0,16089
13,16.0,19799
14,24.0,19283
15,12.0,7764
16,96.0,13911
17,8.0,22364
18,24.0,13079
19,2.0,16151
20,6.0,9558
21,20.0,17427
22,20.0,13012
23,8.0,15509
24,24.0,15771
25,8.0,12626
26,8.0,19413
27,24.0,15314
28,14.0,14931
29,32.0,13206
30,6.0,15639
31,12.0,13655
32,6.0,12566
33,12.0,8150
34,14.0,16466
35,6.0,10516
36,14.0,15769
37,8.0,20571
38,14.0,14429
39,8.0,29654

