,answer,token_usage
0,113.0,5716
1,113.0,5715
2,113.0,6420
3,113.0,13267
4,113.0,5522
5,57.0,11157
6,35.0,6292
7,57.0,9299
8,57.0,5266
9,113.0,8147
10,113.0,6483
11,113.0,7506
12,113.0,4946
13,113.0,5778
14,113.0,9751
15,113.0,4948
16,217.0,8467
17,113.0,12821
18,113.0,7445
19,57.0,3985
20,113.0,7315
21,57.0,6289
22,113.0,10322
23,113.0,16533
24,113.0,4625
25,57.0,4820
26,113.0,7187
27,113.0,7444
28,57.0,4245
29,113.0,6164
30,113.0,6291
31,113.0,18002
32,113.0,6355
33,57.0,7699
34,113.0,6674
35,113.0,5459

