,answer,token_usage
0,30.0,6551
1,30.0,9365
2,15.0,9361
3,245.0,7829
4,245.0,10198
5,30.0,11799
6,54.0,6930
7,30.0,5652
8,15.0,2898
9,30.0,10454
10,54.0,8853
11,54.0,10006
12,245.0,5911
13,45.0,5398
14,216.0,11411
15,30.0,7765
16,245.0,7385
17,245.0,4053
18,245.0,7765
19,45.0,12120
20,245.0,7447
21,30.0,10514
22,30.0,15575
23,30.0,4562
24,30.0,5014
25,30.0,5397
26,30.0,9810
27,153.0,11659
28,39.0,9873
29,30.0,8209
30,30.0,7957
31,245.0,6295
32,245.0,6934
33,245.0,4305
34,245.0,10134
35,30.0,8533
36,30.0,6037
37,45.0,2579
38,30.0,6933
39,30.0,9365

