,answer,token_usage
0,204.0,465
1,204.0,722
2,204.0,594
3,204.0,465
4,204.0,466
5,204.0,338
6,204.0,530
7,204.0,402
8,204.0,600
9,204.0,529
10,204.0,466
11,204.0,402
12,204.0,600
13,204.0,470
14,204.0,530
15,204.0,338
16,204.0,722
17,204.0,466
18,204.0,530
19,204.0,592
20,204.0,1170
21,204.0,402
22,204.0,402
23,204.0,529
24,204.0,402
25,204.0,530
26,204.0,338
27,204.0,403
28,204.0,402
29,204.0,402
30,204.0,850
31,204.0,466
32,204.0,402
33,204.0,530
34,204.0,530
35,204.0,466
36,204.0,722
37,204.0,530
38,204.0,594
39,204.0,402

