,answer,token_usage
0,2025.0,339
1,673.0,914
2,509.0,146
3,2025.0,2004
4,59.0,1489
5,673.0,981
6,2025.0,1496
7,115.0,1429
8,2929.0,2004
9,2025.0,2071
10,2025.0,3924
11,105.0,1173
12,2025.0,663
13,673.0,2069
14,86.0,1745
15,1055.0,727
16,787.0,786
17,343.0,1814
18,4047.0,1111
19,115.0,1045
20,3909.0,2197
21,103.0,1234
22,86.0,1105
23,862.0,1106
24,103.0,1045
25,23443.0,2773
26,2027.0,1559
27,86.0,1681
28,1763.0,404
29,2025.0,1560
30,113.0,1234
31,89.0,1813
32,22859.0,1108
33,59.0,2005
34,197.0,2513
35,2025.0,1623
36,2027.0,1107
37,725.0,725
38,1157.0,1556
39,59.0,1298

