,answer,token_usage
0,110.0,2968
1,155.0,1176
2,110.0,2200
3,155.0,791
4,155.0,983
5,110.0,2841
6,155.0,1176
7,155.0,1362
8,134.0,2513
9,155.0,785
10,155.0,983
11,155.0,1175
12,134.0,2390
13,155.0,855
14,110.0,3223
15,155.0,1304
16,155.0,984
17,110.0,2646
18,155.0,1175
19,155.0,1432
20,155.0,920
21,134.0,1426
22,110.0,1752
23,134.0,1175
24,42.0,2196
25,42.0,2193
26,155.0,1559
27,110.0,3160
28,223.0,658
29,155.0,1113
30,42.0,2194
31,155.0,1430
32,110.0,1175
33,155.0,1111
34,110.0,2263
35,155.0,982
36,110.0,2136
37,155.0,1305
38,155.0,1176
39,155.0,1048

