,answer,token_usage
0,14.0,1106
1,16.0,787
2,-1.0,1454
3,12.0,3092
4,16.0,1303
5,6.0,2450
6,14.0,2450
7,8.0,2070
8,8.0,1746
9,16.0,1554
10,6.0,1490
11,8.0,1618
12,20.0,2836
13,8.0,3283
14,8.0,1746
15,14.0,1298
16,8.0,2322
17,12.0,1686
18,14.0,1558
19,14.0,1427
20,16.0,2388
21,16.0,1874
22,14.0,1621
23,16.0,1813
24,8.0,2584
25,8.0,2132
26,20.0,1493
27,6.0,1685
28,14.0,1298
29,16.0,1431
30,16.0,3026
31,14.0,1299
32,14.0,2579
33,8.0,1685
34,20.0,1363
35,-1.0,1581
36,16.0,1619
37,8.0,1558
38,8.0,1298
39,16.0,982

