,answer,token_usage
0,6.0,1556
1,16.0,1044
2,8.0,1298
3,14.0,1554
4,6.0,1875
5,16.0,1682
6,8.0,1361
7,16.0,1490
8,16.0,1941
9,14.0,1109
10,8.0,1298
11,16.0,658
12,6.0,2386
13,14.0,1555
14,8.0,2131
15,8.0,1363
16,16.0,2389
17,6.0,2195
18,8.0,1683
19,8.0,1234
20,8.0,1811
21,16.0,1170
22,8.0,1619
23,16.0,1877
24,28.0,1426
25,6.0,1557
26,14.0,1174
27,6.0,1683
28,16.0,1750
29,8.0,3540
30,14.0,1490
31,16.0,849
32,16.0,1106
33,8.0,1427
34,16.0,849
35,8.0,1298
36,8.0,1364
37,8.0,1875
38,16.0,1170
39,20.0,2006
40,8.0,1170
41,20.0,1876
42,14.0,2963
43,14.0,1810
44,8.0,2261

