,answer,token_usage
0,421.0,179
1,457.0,159
2,442.0,110
3,340.0,152
4,452.0,229
5,397.0,172
6,452.0,173
7,377.0,122
8,378.0,186
9,475.0,125
10,532.0,118
11,447.0,219
12,452.0,262
13,392.0,151
14,402.0,107
15,337.0,147
16,475.0,149
17,452.0,178
18,442.0,173
19,427.0,140
20,452.0,202
21,475.0,211
22,452.0,213
23,272.0,193
24,452.0,200
25,447.0,196
26,453.0,137
27,432.0,175
28,332.0,233
29,468.0,122
30,327.0,122
31,454.0,143
32,470.0,175
33,233.0,114
34,431.0,85
35,432.0,180
36,457.0,127
37,452.0,147
38,452.0,181
39,452.0,191

