,answer,token_usage
0,300.0,76
1,240.0,112
2,300.0,76
3,240.0,79
4,240.0,92
5,300.0,82
6,300.0,76
7,240.0,102
8,300.0,100
9,240.0,100
10,240.0,91
11,240.0,102
12,300.0,79
13,240.0,102
14,240.0,83
15,300.0,88
16,240.0,106
17,300.0,95
18,300.0,86
19,240.0,77
20,300.0,101
21,300.0,80
22,240.0,103
23,240.0,70
24,300.0,68
25,300.0,91
26,240.0,111
27,240.0,125
28,300.0,83
29,300.0,72
30,300.0,96
31,240.0,87
32,240.0,81
33,240.0,101
34,240.0,103
35,240.0,114
36,240.0,119
37,300.0,94
38,240.0,108
39,240.0,109

