,answer,token_usage
0,50.0,224
1,63.33333333333333,196
2,50.0,281
3,50.0,253
4,50.0,270
5,45.0,255
6,40.0,315
7,60.0,230
8,63.33333333333333,329
9,50.0,211
10,40.0,183
11,50.0,274
12,50.0,276
13,50.0,262
14,50.0,213
15,50.0,389
16,50.0,271
17,50.0,276
18,40.0,335
19,50.0,241
20,50.0,219
21,40.0,116
22,50.0,267
23,60.0,255
24,50.0,257
25,50.0,378
26,40.0,289
27,50.0,345
28,40.0,212
29,50.0,205
30,40.0,214
31,40.0,251
32,40.0,231
33,50.0,285
34,63.333333333333336,274
35,50.0,245
36,40.0,383
37,40.0,102
38,50.0,269
39,40.0,243

