,answer,token_usage
0,390000.0,78
1,4612020.0,267
2,1700000.0,148
3,1200000.0,78
4,250000.0,220
5,1500000.0,121
6,275000.0,144
7,546750.0,65
8,495625.0,227
9,850000.0,130
10,107077472.0,174
11,1035000.0,114
12,364500.0,113
13,600000.0,119
14,6850000.0,175
15,4400000.0,164
16,450000.0,149
17,600000.0,140
18,3675000.0,231
19,39379269.0,219
20,1300000.0,99
21,1450000.0,204
22,1450000.0,183
23,460000.0,117
24,1050000.0,78
25,200000.0,104
26,9900000.0,248
27,275000.0,121
28,150000.0,25
29,7003864.0,228
30,1350000.0,218
31,13462046.07,254
32,750000.0,76
33,1500000.0,140
34,2050000.0,193
35,1450000.0,241
36,1450000.0,241
37,1850000.0,92
38,1450000.0,163
39,250000.0,194
40,6850000.0,242
41,1450000.0,180

