,answer,token_usage
0,585.0,37267
1,156.0,32661
2,42.0,36945
3,30.0,25874
4,30.0,50517
5,975.0,30102
6,324.0,25687
7,498.0,37976
8,315.0,34002
9,135.0,29205
10,396.0,50713
11,585.0,34198
12,315.0,35412
13,900.0,46488
14,315.0,29780
15,975.0,27026
16,60.0,53793
17,81.0,36387
18,315.0,26834
19,975.0,44628
20,243.0,34904
21,315.0,36372
22,264.0,49683
23,30.0,24724
24,195.0,37463
25,585.0,31683
26,315.0,29144
27,975.0,36673
28,315.0,41877
29,975.0,21656
30,54.0,28050
31,60.0,35348
32,315.0,36758
33,585.0,31639
34,325.0,47962
35,144.0,33432
36,30.0,42452
37,975.0,28305
38,81.0,32594
39,315.0,35928

