,answer,token_usage
0,373.0,21523
1,371.0,23702
2,365.0,12116
3,363.0,35605
4,367.0,30292
5,379.0,27284
6,371.0,21652
7,365.0,29848
8,365.0,23249
9,371.0,32351
10,373.0,31191
11,371.0,21653
12,371.0,24662
13,371.0,40790
14,371.0,36949
15,355.0,18261
16,371.0,16532
17,395.0,21141
18,365.0,28050
19,401.0,21140
20,375.0,38105
21,365.0,36633
22,365.0,14935
23,365.0,32476
24,45.0,41948
25,371.0,25556
26,371.0,24663
27,371.0,23764
28,367.0,39381
29,371.0,17946
30,371.0,23381
31,361.0,42521
32,371.0,25300
33,359.0,35347
34,367.0,12819
35,371.0,51998
36,373.0,24403
37,373.0,23450
38,371.0,15765

