,answer,token_usage
0,367.0,12242
1,419.0,11090
2,419.0,17560
3,381.0,11734
4,371.0,8531
5,365.0,7314
6,199.0,17622
7,367.0,10578
8,399.0,20954
9,403.0,15828
10,403.0,14677
11,371.0,10578
12,419.0,13397
13,365.0,7891
14,419.0,7441
15,355.0,9619
16,367.0,14420
17,41.0,20440
18,365.0,5842
19,371.0,7445
20,29.0,13586
21,383.0,14869
22,101.0,10838
23,365.0,5717
24,371.0,10580
25,357.0,12307
26,363.0,12760
27,407.0,9554
28,379.0,14229
29,371.0,12761
30,367.0,7377
31,365.0,11538
32,371.0,9874
33,365.0,6801
34,365.0,8405
35,373.0,11027
36,337.0,8276
37,365.0,14615
38,365.0,8210

