,answer,token_usage
0,845.65,85
1,775.66,76
2,760.42,221
3,760.42,219
4,762.78,85
5,760.42,219
6,733.04,204
7,760.42,221
8,745.02,215
9,757.0,115
10,760.42,231
11,760.21,245
12,760.42,196
13,760.42,215
14,760.42,262
15,773.35,133
16,760.42,180
17,760.416,234
18,760.45,186
19,760.42,226
20,766.54,199
21,760.42,232
22,745.21,211
23,760.42,200
24,760.42,245
25,760.42,231
26,733.04,125
27,760.416,180
28,769.96,154
29,760.42,194
30,733.03,230
31,774.58,116
32,760.49,212
33,760.42,283
34,760.45,153
35,733.04,223
36,760.42,230
37,742.17,74
38,733.04,258
39,777.0,42

