,answer,token_usage
0,5.0,16
1,5.33,145
2,4.0,168
3,4.0,243
4,4.0,288
5,2.6666666666666665,166
6,5.333333333333333,174
7,4.0,282
8,5.0,215
9,2.6666666666666665,228
10,4.0,240
11,2.67,184
12,4.0,230
13,4.0,235
14,2.67,191
15,1.3333333333333333,227
16,2.67,152
17,5.3333,174
18,4.0,192
19,5.0,218
20,4.0,237
21,4.0,197
22,5.0,219
23,4.0,240
24,4.0,227
25,2.6666666666666665,197
26,4.0,242
27,4.0,219
28,2.6666666666666665,157
29,4.0,272
30,2.6666666666666665,156
31,2.6666666666666665,179
32,4.0,264
33,4.0,170
34,4.0,234
35,5.0,113
36,5.0,97
37,2.67,146
38,4.0,221
39,4.0,209

