,answer,token_usage
0,240.0,157
1,200.0,140
2,240.0,178
3,240.0,142
4,120.0,150
5,240.0,176
6,120.0,158
7,200.0,180
8,160.0,150
9,240.0,181
10,160.0,151
11,160.0,174
12,240.0,168
13,240.0,177
14,160.0,120
15,160.0,163
16,120.0,137
17,160.0,158
18,160.0,118
19,160.0,154
20,160.0,137
21,240.0,183
22,160.0,117
23,240.0,142
24,240.0,201
25,120.0,178
26,240.0,144
27,240.0,165
28,200.0,175
29,160.0,155
30,240.0,151
31,160.0,167
32,160.0,142
33,160.0,119
34,120.0,129
35,240.0,178
36,240.0,176
37,240.0,130
38,160.0,117
39,160.0,135

