,answer,token_usage
0,80.0,637
1,120.0,374
2,120.0,249
3,140.0,563
4,60.0,347
5,120.0,413
6,60.0,475
7,60.0,600
8,80.0,490
9,80.0,497
10,100.0,522
11,120.0,396
12,130.0,533
13,40.0,507
14,40.0,655
15,60.0,487
16,185.0,493
17,246.67,549
18,150.0,474
19,100.0,157
20,60.0,668
21,80.0,102
22,120.0,508
23,140.0,552
24,120.0,710
25,100.0,520
26,120.0,167
27,140.0,175
28,100.0,529
29,140.0,146
30,120.0,559
31,150.0,505
32,100.0,427
33,100.0,520
34,60.0,506
35,100.0,290
36,100.0,576
37,123.0,593
38,246.66666666666666,360
39,120.0,513

