,answer,token_usage
0,905.0,2003
1,104.0,3218
2,15.0,1170
3,6.0,3153
4,14.0,405
5,104.0,2388
6,6.0,1618
7,7.0,1937
8,104.0,2642
9,6.0,1554
10,50.0,1106
11,6.0,2898
12,6.0,4178
13,79.0,1810
14,104.0,2642
15,6.0,1874
16,4.0,2513
17,104.0,3154
18,31.0,3601
19,6.0,2708
20,6.0,1810
21,14.0,2646
22,6.0,2194
23,11.0,850
24,766795.0,4440
25,104.0,2066
26,6.0,2258
27,11.0,2130
28,104.0,2194
29,6.0,1938
30,104.0,4050
31,15.0,978
32,11.0,2322
33,5.0,1298
34,6.0,2322
35,104.0,2710
36,28.0,1429
37,14.0,1685
38,104.0,2514
39,52.0,1362

