,answer,token_usage
0,55.0,2199
1,55.0,1879
2,55.0,1752
3,55.0,1816
4,55.0,1883
5,55.0,2199
6,55.0,1943
7,55.0,2648
8,55.0,1879
9,55.0,1681
10,55.0,2200
11,55.0,2008
12,55.0,1942
13,55.0,1687
14,55.0,2899
15,55.0,1875
16,55.0,1687
17,55.0,2008
18,55.0,1816
19,55.0,1491
20,55.0,1811
21,55.0,1555
22,55.0,1880
23,55.0,1431
24,55.0,1495
25,55.0,1687
26,55.0,1750
27,55.0,2072
28,55.0,2003
29,55.0,1555
30,55.0,1751
31,55.0,1496
32,55.0,2261
33,55.0,2008
34,55.0,1878
35,55.0,1816
36,55.0,2136
37,55.0,1939
38,55.0,1176
39,55.0,2515

