,answer,token_usage
0,33.0,2516
1,33.0,1746
2,33.0,1298
3,33.0,1492
4,33.0,1682
5,33.0,1618
6,33.0,1812
7,33.0,1620
8,33.0,1748
9,33.0,1876
10,33.0,2130
11,33.0,1110
12,33.0,1426
13,33.0,2388
14,33.0,2387
15,33.0,1556
16,33.0,1940
17,33.0,1938
18,33.0,2706
19,33.0,1300
20,33.0,1618
21,33.0,1426
22,33.0,1813
23,33.0,1362
24,33.0,1430
25,33.0,2898
26,33.0,2002
27,33.0,1812
28,33.0,1874
29,33.0,1938
30,33.0,1620
31,33.0,1812
32,33.0,1554
33,33.0,1746
34,33.0,1682
35,33.0,2450
36,33.0,1554
37,33.0,1490
38,33.0,1812
39,33.0,1683

