,answer,token_usage
0,121.62162162162163,16165
1,80.0,8275
2,80.0,12757
3,10.0,9244
4,80.0,15378
5,80.0,10451
6,80.0,10645
7,60.0,17490
8,80.0,7250
9,80.0,7761
10,80.0,7570
11,80.0,9044
12,80.0,9554
13,80.0,7507
14,60.0,14802
15,80.0,11604
16,80.0,6162
17,80.0,14482
18,80.0,15569
19,80.0,8274
20,80.0,12117
21,80.0,14097
22,80.0,8529
23,60.0,11985
24,60.0,13779
25,92.0,19218
26,60.0,15639
27,65.0,14674
28,156.0,24212
29,80.0,11988
30,80.0,14675
31,60.0,12947
32,80.0,4373
33,80.0,10134
34,80.0,9235
35,80.0,4881
36,80.0,20882
37,80.0,5073
38,80.0,15635
39,80.0,9812

