,answer,token_usage
0,15.0,9877
1,245.0,4821
2,15.0,2645
3,975.0,13652
4,15.0,5457
5,30.0,4241
6,245.0,5141
7,25.0,8214
8,245.0,8273
9,30.0,9043
10,45.0,6738
11,30.0,6101
12,55.0,8466
13,15.0,5201
14,54.0,6291
15,30.0,6485
16,30.0,9751
17,27.0,9240
18,54.0,5458
19,30.0,7826
20,54.0,8145
21,30.0,6929
22,245.0,13138
23,55.0,12240
24,30.0,8081
25,54.0,6418
26,245.0,4113
27,15.0,1368
28,30.0,6419
29,15.0,4881
30,30.0,8277
31,30.0,10450
32,30.0,7441
33,30.0,8085
34,39.0,8915
35,30.0,5653
36,30.0,5010
37,30.0,9426
38,30.0,7250
39,54.0,10066

