,answer,token_usage
0,73.0,402
1,73.0,1362
2,73.0,1106
3,73.0,594
4,73.0,786
5,73.0,536
6,73.0,1362
7,73.0,914
8,73.0,530
9,73.0,1170
10,73.0,530
11,73.0,850
12,73.0,1298
13,73.0,1362
14,73.0,722
15,73.0,786
16,73.0,663
17,73.0,1238
18,73.0,1234
19,73.0,978
20,73.0,1298
21,73.0,978
22,229.0,1170
23,73.0,914
24,73.0,1170
25,73.0,1233
26,73.0,1170
27,73.0,1362
28,73.0,1105
29,73.0,849
30,73.0,1298
31,73.0,465
32,73.0,978
33,73.0,594
34,73.0,1490
35,73.0,1362
36,73.0,594
37,73.0,529
38,73.0,914
39,73.0,466

