,answer,token_usage
0,155.0,3096
1,155.0,2520
2,110.0,4311
3,110.0,5015
4,110.0,5144
5,110.0,4248
6,155.0,1943
7,155.0,2071
8,42.0,4119
9,42.0,5144
10,155.0,2391
11,110.0,4951
12,110.0,4183
13,110.0,4376
14,110.0,6294
15,110.0,7511
16,110.0,4952
17,155.0,2136
18,134.0,4887
19,179.0,3544
20,110.0,4503
21,155.0,1814
22,110.0,4248
23,110.0,4375
24,42.0,5143
25,110.0,5144
26,134.0,4440
27,110.0,4567
28,134.0,4184
29,155.0,1623
30,155.0,2840
31,155.0,1687
32,134.0,5336
33,155.0,2264
34,110.0,5529
35,110.0,4567
36,134.0,4888
37,110.0,5015
38,155.0,2392
39,155.0,2262

