,answer,token_usage
0,47.25,135
1,15.75,152
2,47.25,154
3,15.75,148
4,15.75,127
5,1.96875,129
6,15.75,169
7,47.25,193
8,189.0,171
9,63.0,131
10,15.75,143
11,47.25,181
12,15.75,155
13,15.75,184
14,15.75,162
15,47.25,152
16,15.75,158
17,63.0,148
18,47.25,131
19,47.25,145
20,33.75,147
21,10.5,89
22,15.75,163
23,11.25,176
24,47.25,118
25,47.25,132
26,63.0,130
27,15.75,161
28,47.25,157
29,15.75,172
30,15.75,142
31,12.6,62
32,47.25,145
33,15.75,206
34,15.75,139
35,63.0,117
36,47.25,157
37,189.0,145
38,189.0,128
39,11.25,163

