,answer,token_usage
0,294.0,919
1,294.0,855
2,294.0,1048
3,294.0,984
4,294.0,983
5,294.0,729
6,294.0,727
7,294.0,1047
8,294.0,663
9,294.0,731
10,294.0,794
11,294.0,855
12,294.0,728
13,294.0,792
14,294.0,984
15,294.0,791
16,294.0,921
17,294.0,855
18,294.0,791
19,294.0,920
20,294.0,792
21,294.0,856
22,294.0,1111
23,294.0,791
24,294.0,792
25,294.0,1176
26,294.0,792
27,294.0,855
28,294.0,984
29,294.0,856
30,294.0,792
31,294.0,918
32,294.0,856
33,294.0,792
34,294.0,726
35,294.0,535
36,294.0,728
37,294.0,920
38,294.0,983
39,294.0,727

