,answer,token_usage
0,23.0,2963
1,23.0,4178
2,23.0,5716
3,23.0,3731
4,23.0,3730
5,23.0,2642
6,23.0,5715
7,23.0,2578
8,23.0,3540
9,23.0,3156
10,23.0,2452
11,23.0,4244
12,23.0,4116
13,23.0,5844
14,23.0,8789
15,23.0,2514
16,23.0,3794
17,23.0,3091
18,23.0,4050
19,23.0,4500
20,23.0,3282
21,23.0,6866
22,23.0,4884
23,23.0,2642
24,23.0,2451
25,23.0,2196
26,23.0,2900
27,23.0,4882
28,23.0,7890
29,23.0,5010
30,131.0,3923
31,23.0,3028
32,23.0,3346
33,23.0,8404
34,23.0,3282
35,23.0,3346
36,23.0,2066
37,23.0,2772
38,23.0,14674
39,23.0,3666

