,answer,token_usage
0,24.0,19732
1,12.0,11604
2,24.0,13653
3,16.0,12182
4,24.0,14420
5,8.0,19092
6,9.0,14293
7,24.0,18133
8,6.0,27414
9,14.0,19220
10,44.0,19093
11,24.0,21272
12,24.0,15508
13,24.0,9816
14,8.0,27930
15,8.0,13268
16,12.0,17492
17,24.0,10198
18,24.0,21725
19,24.0,13014
20,14.0,10966
21,16.0,14099
22,4.0,13972
23,8.0,20117
24,12.0,14102
25,24.0,15763
26,5.0,21079
27,96.0,14296
28,16.0,12179
29,24.0,10389
30,16.0,15388
31,24.0,15764
32,14.0,10130
33,24.0,16020
34,14.0,12631
35,24.0,14292
36,24.0,9042
37,20.0,12756
38,8.0,13780
39,24.0,12250

