,answer,token_usage
0,629.0,3924
1,699.0,5330
2,699.0,1810
3,446.0,1426
4,391.0,4241
5,699.0,4690
6,634.0,5906
7,346.0,5524
8,699.0,4434
9,699.0,5907
10,126.0,6034
11,699.0,3282
12,629.0,5137
13,699.0,5650
14,699.0,3474
15,32.0,3221
16,699.0,7698
17,629.0,6546
18,699.0,4882
19,439.0,5522
20,699.0,3538
21,629.0,7059
22,792.0,3552
23,699.0,3346
24,446.0,1362
25,699.0,2324
26,699.0,6292
27,896.0,786
28,699.0,5778
29,699.0,3730
30,699.0,3346
31,699.0,5778
32,446.0,2001
33,446.0,2386
34,699.0,4052
35,699.0,4114
36,699.0,3026
37,699.0,1938

