,answer,token_usage
0,72.0,2325
1,14.0,149
2,11.0,2578
3,46.0,1365
4,6.0,1940
5,4.0,2578
6,27.0,2513
7,14.0,1237
8,11.0,2002
9,26.0,1685
10,6.0,2642
11,104.0,2002
12,11.0,1938
13,104.0,2130
14,4.0,2578
15,6.0,2579
16,69.0,2195
17,7.0,1236
18,6.0,2258
19,56.0,1174
20,6.0,1874
21,4.0,1298
22,69.0,2961
23,11.0,2450
24,124.0,1234
25,7.0,1682
26,14.0,597
27,104.0,2386
28,72.0,2133
29,6.0,2578
30,52.0,1173
31,72.0,2326
32,4.0,1042
33,14.0,981
34,52.0,1685
35,4.0,3795
36,6.0,2321
37,19.0,1173
38,6.0,2899
39,52.0,1426

