,answer,token_usage
0,468.0,6419
1,283.0,6289
2,468.0,5394
3,468.0,3540
4,468.0,7378
5,78.0,4825
6,52.0,8870
7,1096.0,7577
8,312.0,5075
9,78.0,9243
10,468.0,8593
11,312.0,5719
12,468.0,6358
13,468.0,7889
14,312.0,5143
15,468.0,9429
16,520.0,4120
17,468.0,8402
18,468.0,4824
19,468.0,3922
20,468.0,2967
21,468.0,10257
22,468.0,5265
23,468.0,3985
24,468.0,6354
25,468.0,8081
26,52.0,9473
27,468.0,5457
28,280.8,2595
29,468.0,4691
30,468.0,2961
31,468.0,4370
32,468.0,12120
33,468.0,2897
34,1560.0,4633
35,468.0,4178
36,443.3333333333333,11368
37,468.0,2386
38,468.0,4305
39,468.0,2577

