,answer,token_usage
0,127.0,24978
1,127.0,5844
2,127.0,16148
3,127.0,8530
4,127.0,7697
5,127.0,9874
6,127.0,11218
7,127.0,5586
8,127.0,8467
9,127.0,13842
10,127.0,4050
11,127.0,12947
12,155.0,11925
13,127.0,17042
14,127.0,9746
15,127.0,13525
16,127.0,3794
17,127.0,7187
18,127.0,11026
19,127.0,7186
20,127.0,14289
21,127.0,6611
22,19.0,10514
23,127.0,12434
24,127.0,13458
25,7.0,16083
26,109.0,17747
27,127.0,21207
28,7.0,21396
29,127.0,19346
30,127.0,11217
31,127.0,4049
32,127.0,6161
33,127.0,4051
34,40.0,19801
35,127.0,24209
36,127.0,16722
37,127.0,9298
38,61.0,18258
39,127.0,5714

