,answer,token_usage
0,365.0,9297
1,365.0,9169
2,351.0,18836
3,373.0,9429
4,365.0,8786
5,419.0,4690
6,419.0,7892
7,365.0,6227
8,367.0,9875
9,385.0,8211
10,381.0,10005
11,365.0,6547
12,373.0,12503
13,381.0,10897
14,401.0,8146
15,369.0,12245
16,375.0,15378
17,365.0,7763
18,375.0,18323
19,403.0,9299
20,489.0,14552
21,371.0,11606
22,371.0,10452
23,371.0,9942
24,351.0,11610
25,419.0,9428
26,373.0,11282
27,369.0,10258
28,355.0,16467
29,371.0,13269
30,365.0,14867
31,371.0,9235
32,365.0,8338
33,375.0,13976
34,359.0,21784
35,419.0,8210
36,373.0,6674
37,419.0,8727
38,419.0,10389
39,355.0,12440

