,answer,token_usage
0,0.0,359
1,6.0,244
2,14.0,167
3,0.0,124
4,11.0,174
5,14.0,177
6,2.0,196
7,10.0,160
8,14.0,213
9,10.0,102
10,8.0,244
11,10.0,226
12,7.0,147
13,11.0,247
14,14.0,247
15,10.0,158
16,14.0,264
17,12.0,140
18,14.0,133
19,2.0,203
20,6.0,231
21,2.0,173
22,10.0,167
23,2.0,290
24,2.0,159
25,7.0,154
26,10.0,193
27,6.0,193
28,6.0,174
29,6.0,174
30,10.0,192
31,2.0,216
32,2.0,240
33,4.0,157
34,10.0,170
35,6.0,176
36,10.0,171
37,2.0,185
38,14.0,235
39,2.0,140
40,6.0,167
41,10.0,131
42,14.0,209
43,14.0,200
44,2.0,270
45,7.0,85
46,7.0,170
47,4.0,153
48,10.0,207
49,6.0,192
50,14.0,138
51,6.0,143
52,0.0,252
53,10.0,165
54,10.0,151

