,answer,token_usage
0,55.0,262
1,-25.0,254
2,30.0,43
3,-375.0,154
4,62.0,59
5,10.0,98
6,25.0,136
7,7.0,47
8,70.0,66
9,-25.0,103
10,25.0,281
11,25.0,220
12,25.0,390
13,95.0,359
14,125.0,94
15,-25.0,82
16,15.0,71
17,25.0,121
18,75.0,259
19,95.0,302
20,-25.0,85
21,-25.0,115
22,5.0,81
23,85.0,68
24,95.0,228
25,35.0,125
26,38.0,105
27,23.0,100
28,25.0,328
29,-25.0,100
30,-25.0,141
31,65.0,220
32,25.0,88
33,35.0,75
34,15.0,63
35,45.0,89
36,25.0,319
37,20.0,122
38,215.0,302
39,-25.0,185
40,58.0,77
41,-25.0,109
42,10.0,104
43,70.0,206
44,25.0,339
45,-25.0,92
46,90.0,83
47,25.0,360
48,30.0,113
49,-25.0,150
50,55.0,88
51,-25.0,394
52,-25.0,198

