,answer,token_usage
0,40.0,208
1,74.0,220
2,26.0,225
3,74.0,200
4,74.0,160
5,34.0,341
6,2.0,239
7,80.0,229
8,26.0,206
9,26.0,349
10,0.0,290
11,56.0,217
12,74.0,407
13,70.0,146
14,26.0,320
15,74.0,87
16,74.0,199
17,26.0,308
18,50.0,94
19,26.0,193
20,70.0,195
21,32.0,258
22,74.0,109
23,74.0,356
24,26.0,197
25,74.0,99
26,26.0,207
27,26.0,228
28,26.0,219
29,26.0,332
30,14.0,227
31,74.0,259
32,28.0,150
33,74.0,169
34,26.0,283
35,34.0,204
36,4.0,161
37,74.0,180
38,26.0,176
39,80.0,183
40,70.0,169
41,60.0,265
42,74.0,320
43,26.0,214
44,26.0,300
45,26.0,243

