,answer,token_usage
0,9277.0,65
1,6283.0,100
2,9277.0,63
3,6287.0,70
4,9277.0,65
5,6287.0,129
6,8277.0,65
7,6277.0,132
8,8277.0,62
9,6287.0,77
10,8277.0,60
11,6277.0,129
12,6277.0,140
13,6280.0,89
14,8277.0,56
15,9277.0,68
16,6277.0,63
17,9277.0,55
18,8277.0,58
19,6289.0,128
20,6287.0,129
21,8277.0,60
22,9277.0,65
23,6277.0,101
24,6277.0,106
25,7277.0,55
26,6277.0,125
27,7277.0,70
28,6277.0,106
29,8277.0,63
30,6287.0,73
31,8277.0,95
32,6277.0,111
33,8277.0,80
34,8277.0,76
35,6287.0,109
36,6277.0,144
37,8277.0,54
38,6277.0,109
39,8277.0,68
40,8277.0,68
41,6277.0,130
42,6287.0,78
43,6277.0,140
44,8277.0,61
45,9277.0,63
46,8277.0,43
47,6287.0,82
48,6277.0,107
49,6277.0,102
50,6277.0,116
51,8277.0,61
52,9277.0,80
53,8277.0,55
54,6277.0,137
55,6287.0,78
56,8277.0,61
57,6277.0,107
58,6277.0,76
59,6277.0,139
60,6277.0,102

