,answer,token_usage
0,115.0,1622
1,59.0,1557
2,2032.0,2259
3,59.0,1617
4,2025.0,3095
5,59.0,1365
6,103.0,725
7,59.0,1941
8,103.0,1301
9,89.0,3094
10,2025.0,1943
11,401.0,1301
12,2025.0,2071
13,2025.0,2195
14,59.0,2193
15,59.0,1109
16,395.0,1237
17,115.0,789
18,59.0,725
19,2025.0,919
20,59.0,1557
21,89.0,2193
22,89.0,2261
23,103.0,1493
24,2025.0,1431
25,103.0,914
26,59.0,2773
27,35148113.0,1945
28,2026.0,1687
29,103.0,597
30,4141.0,1492
31,59.0,1553
32,107.0,1109
33,103.0,1813
34,673.0,854
35,2025.0,1432
36,345.0,1621
37,23443.0,2070
38,59.0,1493
39,395.0,1365

