,answer,token_usage
0,104.0,1426
1,199.0,1340
2,104.0,2066
3,199.0,1341
4,106.90816326530613,3457
5,104.0,1170
6,106.9065,2238
7,106.90760875642486,2050
8,199.0,1376
9,199.0,1790
10,199.0,1883
11,104.0,982
12,106.862,1761
13,199.0,2462
14,199.0,1883
15,104.0,1042
16,108.0,3483
17,106.872,2682
18,199.0,1405
19,199.0,2685
20,199.0,1918
21,104.0,1426
22,199.0,1822
23,104.0,1234
24,104.0,2391
25,199.0,2327
26,104.0,1426
27,106.905,2011
28,104.0,1364
29,104.0,1618
30,104.0,1427
31,104.0,1234
32,104.0,984
33,104.0,1234
34,104.0,1044
35,199.0,1298
36,199.0,1819
37,106.907608011761,2147
38,106.892,1533
39,199.0,1658

