,answer,token_usage
0,55.0,3537
1,31.0,1233
2,25.0,2321
3,127.0,1938
4,13.0,1237
5,55.0,2963
6,29.0,2385
7,127.0,6036
8,127.0,2002
9,55.0,4306
10,29.0,2773
11,127.0,5141
12,7.0,2962
13,59.0,915
14,7.0,1685
15,127.0,1553
16,127.0,2643
17,127.0,3858
18,55.0,5266
19,83.0,2837
20,127.0,4501
21,13.0,981
22,101.0,789
23,17.0,1042
24,127.0,4053
25,25.0,2005
26,13.0,1429
27,19.0,2385
28,127.0,1683
29,85.0,1173
30,40.0,4117
31,61.0,2066
32,41.0,1234
33,13.0,1173
34,85.0,2389
35,17.0,917
36,13.0,1685
37,25.0,2453
38,13.0,657
39,127.0,2835

