,answer,token_usage
0,365.0,4434
1,17.0,2962
2,365.0,6162
3,287.0,2834
4,353.0,3666
5,357.0,4309
6,419.0,3858
7,17.0,3218
8,17.0,3413
9,17.0,2646
10,399.0,3923
11,17.0,2837
12,419.0,3794
13,419.0,5587
14,365.0,5906
15,503.0,3666
16,17.0,6869
17,365.0,3412
18,365.0,2386
19,365.0,2642
20,17.0,5650
21,167.0,3989
22,419.0,3410
23,419.0,4627
24,365.0,6421
25,365.0,4505
26,405.0,4885
27,419.0,3349
28,17.0,2774
29,365.0,5010
30,17.0,3346
31,365.0,4116
32,365.0,2706
33,419.0,2194
34,17.0,3415
35,365.0,3027
36,365.0,4242
37,419.0,2578
38,365.0,4307
39,503.0,3734

