,answer,token_usage
0,240.0,154
1,160.0,133
2,160.0,147
3,160.0,99
4,160.0,116
5,240.0,147
6,200.0,157
7,160.0,143
8,160.0,133
9,180.0,195
10,240.0,151
11,140.0,134
12,120.0,153
13,160.0,131
14,240.0,194
15,160.0,178
16,240.0,180
17,160.0,123
18,160.0,131
19,240.0,167
20,160.0,126
21,160.0,105
22,240.0,166
23,240.0,139
24,240.0,172
25,240.0,166
26,240.0,167
27,240.0,158
28,160.0,113
29,160.0,117
30,180.0,138
31,240.0,176
32,240.0,139
33,240.0,154
34,200.0,154
35,120.0,139
36,20.0,33
37,160.0,127
38,180.0,175
39,160.0,114

