,answer,token_usage
0,170.0,150
1,110.0,108
2,140.0,88
3,170.0,168
4,100.0,97
5,170.0,171
6,150.0,118
7,140.0,174
8,140.0,98
9,170.0,130
10,170.0,112
11,140.0,108
12,140.0,132
13,170.0,139
14,170.0,135
15,140.0,157
16,140.0,107
17,110.0,76
18,170.0,136
19,170.0,135
20,140.0,143
21,130.0,79
22,170.0,143
23,100.0,81
24,170.0,169
25,140.0,170
26,60.0,109
27,120.0,92
28,170.0,154
29,170.0,247
30,140.0,193
31,140.0,145
32,170.0,125
33,120.0,96
34,140.0,152
35,140.0,133
36,170.0,142
37,170.0,99
38,170.0,117
39,140.0,135

