,answer,token_usage
0,202.8,1693
1,126.75,3858
2,157.0,2834
3,468.0,2706
4,338.0,2322
5,13.0,3012
6,104.0,2712
7,520.0,2130
8,78.0,1885
9,1300.0,2901
10,468.0,2136
11,1300.0,1811
12,222.85714285714286,3365
13,520.0,2008
14,78.0,2344
15,468.0,2449
16,468.0,2066
17,52.0,1306
18,520.0,2002
19,588.0,2257
20,312.0,3281
21,468.0,1682
22,468.0,2002
23,520.0,3154
24,520.0,1686
25,181.125,4708
26,1488.0,2903
27,364.0,2136
28,520.0,2196
29,676.0,2514
30,348.0,1873
31,468.0,3091
32,468.0,2130
33,364.0,1938
34,520.0,1752
35,507.0,2514
36,468.0,1938
37,520.0,2003
38,520.0,3477
39,8.0,2526

