,answer,token_usage
0,65.0,1297
1,103.0,2258
2,2023.0,3605
3,65.0,1681
4,2027.0,791
5,79.0,1298
6,449.0,20
7,103.0,1874
8,2025.0,1619
9,115.0,1941
10,2025.0,3411
11,2026.0,2707
12,113.0,2517
13,103.0,1109
14,59.0,1301
15,59.0,1045
16,115.0,1429
17,2025.0,1303
18,115.0,1234
19,59.0,2513
20,59.0,2129
21,2025.0,2131
22,673.0,1429
23,115.0,1749
24,49.0,3473
25,197.0,1361
26,59.0,917
27,46391.0,1812
28,103.0,1685
29,59.0,3793
30,59.0,849
31,673.0,534
32,176.0,981
33,2025.0,1240
34,830.0,1809
35,59.0,1173
36,3349.0,2005
37,2025.0,3603
38,103.0,1173
39,329.0,2233

